year,st,fage,firms,estabs,emp,denom,estabs_entry,estabs_entry_rate,estabs_exit,estabs_exit_rate,job_creation,job_creation_births,job_creation_continuers,job_creation_rate_births,job_creation_rate,job_destruction,job_destruction_deaths,job_destruction_continuers,job_destruction_rate_deaths,job_destruction_rate,net_job_creation,net_job_creation_rate,reallocation_rate,firmdeath_firms,firmdeath_estabs,firmdeath_emp
2020,15,l) Left Censored,2384,6523,234215,234266,225,3.431,296,4.513,14981,2976,12005,1.27,6.395,15163,3562,11601,1.52,6.473,-182,-0.078,12.79,61,63,303
2020,16,a) 0,3659,3674,15466,7733,3674,200,X,X,15466,15466,X,200,200,X,X,X,X,X,15466,200,X,X,X,X
2020,16,b) 1,2821,2853,16118,15758,9,0.275,838,25.647,4255,72,4183,0.457,27.002,3459,2147,1312,13.625,21.951,796,5.051,43.902,547,547,1461
2020,16,c) 2,2318,2343,14314,14269,145,5.86,408,16.488,2907,452,2455,3.168,20.373,2794,1297,1497,9.09,19.581,113,0.792,39.162,298,298,1037
2020,16,d) 3,1913,1938,13943,13774,84,4.132,274,13.478,2331,329,2002,2.389,16.924,1945,790,1155,5.736,14.121,386,2.802,28.243,177,177,473
2020,16,e) 4,1757,1805,12242,12318,87,4.651,218,11.655,2129,355,1774,2.882,17.284,2274,1278,996,10.375,18.461,-145,-1.177,34.567,159,160,1023
2020,16,f) 5,1462,1500,11264,11299,48,3.067,178,11.374,1647,228,1419,2.018,14.577,1702,783,919,6.93,15.063,-55,-0.487,29.153,129,129,617
2020,16,g) 6 to 10,5299,5567,55468,55585,248,4.343,534,9.352,7165,1232,5933,2.216,12.89,7436,2655,4781,4.776,13.378,-271,-0.488,25.78,372,373,1843
2020,16,h) 11 to 15,5012,5278,57494,57053,209,3.868,461,8.531,6882,842,6040,1.476,12.062,6027,1923,4104,3.371,10.564,855,1.499,21.128,295,297,1224
2020,16,i) 16 to 20,3431,4011,60909,61036,124,3.016,326,7.928,5604,838,4766,1.373,9.182,5815,1671,4144,2.738,9.527,-211,-0.346,18.363,218,219,1345
2020,16,j) 21 to 25,2726,3286,45864,46189,165,4.981,218,6.581,4576,1276,3300,2.763,9.907,5321,1303,4018,2.821,11.52,-745,-1.613,19.814,132,138,589
2020,16,k) 26+,4653,6397,125755,124159,230,3.549,396,6.111,13318,5715,7603,4.603,10.727,10331,2882,7449,2.321,8.321,2987,2.406,16.642,214,234,1423
2020,16,l) Left Censored,2554,7109,211195,210048,261,3.662,298,4.181,16793,4098,12695,1.951,7.995,14461,2779,11682,1.323,6.885,2332,1.11,13.769,61,63,329
2020,17,a) 0,15272,15386,81049,40525,15386,200,X,X,81049,81049,X,200,200,X,X,X,X,X,81049,200,X,X,X,X
2020,17,b) 1,12169,12254,82243,81930,35,0.25,3518,25.137,19820,679,19141,0.829,24.191,19118,9930,9188,12.12,23.335,702,0.857,46.669,2413,2413,7418
2020,17,c) 2,10650,10753,82532,81928,563,4.91,1992,17.371,16605,2697,13908,3.292,20.268,15379,8110,7269,9.899,18.771,1226,1.496,37.543,1380,1380,6302
2020,17,d) 3,9807,9994,81669,82039,448,4.24,1593,15.076,15430,4660,10770,5.68,18.808,16226,6855,9371,8.356,19.779,-796,-0.97,37.616,1122,1126,5406
2020,17,e) 4,9352,9563,78279,78151,459,4.587,1346,13.451,12149,1835,10314,2.348,15.546,11939,4607,7332,5.895,15.277,210,0.269,30.554,928,930,3478
2020,17,f) 5,8328,8637,73964,75775,405,4.499,1136,12.619,9905,1519,8386,2.005,13.072,13639,6276,7363,8.282,17.999,-3734,-4.928,26.143,743,758,5190
2020,17,g) 6 to 10,32806,34589,403656,408880,1516,4.234,3945,11.018,50109,10560,39549,2.583,12.255,60981,24615,36366,6.02,14.914,-10872,-2.659,24.51,2663,2698,19278
2020,17,h) 11 to 15,27209,29239,332932,337983,1051,3.49,2810,9.33,35753,6519,29234,1.929,10.578,45546,15249,30297,4.512,13.476,-9793,-2.897,21.157,1852,1875,10982
2020,17,i) 16 to 20,19902,22715,358503,362034,759,3.262,1872,8.044,34853,6211,28642,1.716,9.627,42215,11888,30327,3.284,11.661,-7362,-2.034,19.254,1165,1211,7517
2020,17,j) 21 to 25,16431,19572,377660,373036,647,3.235,1502,7.51,48675,11226,37449,3.009,13.048,38089,12453,25636,3.338,10.211,10586,2.838,20.421,988,1008,6542
2020,17,k) 26+,35916,50514,1196621,1205487,1306,2.531,3485,6.753,109256,21857,87399,1.813,9.063,127388,31018,96370,2.573,10.567,-18132,-1.504,18.126,2011,2085,13236
2020,17,l) Left Censored,20536,59035,2345335,2364729,2088,3.497,3436,5.755,183721,42730,140991,1.807,7.769,223355,67541,155814,2.856,9.445,-39634,-1.676,15.538,765,874,7512
2020,18,a) 0,6583,6681,39317,19659,6681,200,X,X,39317,39317,X,200,200,X,X,X,X,X,39317,200,X,X,X,X
2020,18,b) 1,5143,5206,35756,36135,19,0.324,1339,22.826,7964,119,7845,0.329,22.04,8526,4853,3673,13.43,23.595,-562,-1.555,44.079,950,964,3637
2020,18,c) 2,4835,4932,46263,45619,223,4.27,804,15.395,7999,1510,6489,3.31,17.535,6714,3349,3365,7.341,14.718,1285,2.817,29.435,598,598,2615
2020,18,d) 3,4223,4307,38703,39342,152,3.337,648,14.226,6733,1018,5715,2.588,17.114,7975,3937,4038,10.007,20.271,-1242,-3.157,34.228,459,473,3277
2020,18,e) 4,3868,3978,36976,37454,137,3.298,488,11.749,5115,518,4597,1.383,13.657,6037,2666,3371,7.118,16.119,-922,-2.462,27.314,356,356,2225
2020,18,f) 5,3328,3459,34415,34971,119,3.303,407,11.296,4507,865,3642,2.474,12.888,5496,2253,3243,6.443,15.716,-989,-2.828,25.776,283,287,1799
2020,18,g) 6 to 10,13432,14581,173434,174834,607,4.049,1431,9.544,21183,3658,17525,2.092,12.116,24162,9226,14936,5.277,13.82,-2979,-1.704,24.232,1060,1065,7214
2020,18,h) 11 to 15,11640,12691,163004,165624,398,3.06,1026,7.889,17034,3438,13596,2.076,10.285,22339,8014,14325,4.839,13.488,-5305,-3.203,20.569,734,747,5764
2020,18,i) 16 to 20,8930,10343,175558,179309,285,2.697,732,6.928,16448,2656,13792,1.481,9.173,24116,5252,18864,2.929,13.449,-7668,-4.276,18.346,514,532,3156
2020,18,j) 21 to 25,7637,9530,202281,201910,246,2.529,638,6.56,23024,4475,18549,2.216,11.403,22428,7820,14608,3.873,11.108,596,0.295,22.216,418,432,3415
2020,18,k) 26+,18109,27416,569009,577360,818,2.936,1716,6.158,46397,9625,36772,1.667,8.036,63438,17062,46376,2.955,10.988,-17041,-2.952,16.072,938,996,7362
2020,18,l) Left Censored,10976,34261,1310704,1318315,1295,3.727,2262,6.51,103546,20097,83449,1.524,7.854,118575,34230,84345,2.596,8.994,-15029,-1.14,15.709,308,366,3777
2020,19,a) 0,3481,3527,15613,7807,3527,200,X,X,15613,15613,X,200,200,X,X,X,X,X,15613,200,X,X,X,X
2020,19,b) 1,2755,2795,17512,17800,4,0.128,664,21.248,3517,25,3492,0.14,19.758,4048,1974,2074,11.09,22.742,-531,-2.983,39.517,463,463,1457
2020,19,c) 2,2713,2770,17634,17650,108,3.695,413,14.132,2878,360,2518,2.04,16.306,2835,1466,1369,8.306,16.063,43,0.244,32.126,293,293,1128
2020,19,d) 3,2217,2247,14718,14993,101,4.293,312,13.262,2039,315,1724,2.101,13.6,2589,1148,1441,7.657,17.268,-550,-3.668,27.199,221,221,933
2020,19,e) 4,2054,2084,13674,14032,82,3.762,273,12.526,2160,288,1872,2.053,15.394,2891,1480,1411,10.548,20.604,-731,-5.21,30.788,186,189,733
2020,19,f) 5,1833,1908,15271,15430,78,3.933,228,11.498,2309,647,1662,4.193,14.965,2630,965,1665,6.254,17.045,-321,-2.08,29.93,156,156,674
2020,19,g) 6 to 10,7309,7696,68998,69773,292,3.685,746,9.416,8264,1543,6721,2.211,11.844,9853,3697,6156,5.299,14.122,-1589,-2.277,23.688,523,528,2713
2020,19,h) 11 to 15,6515,6990,69001,69509,210,2.937,531,7.426,7474,660,6814,0.95,10.753,8509,2764,5745,3.976,12.242,-1035,-1.489,21.505,376,380,1909
2020,19,i) 16 to 20,4938,5769,76307,77080,175,2.965,442,7.488,6908,977,5931,1.268,8.962,8430,2455,5975,3.185,10.937,-1522,-1.975,17.924,277,291,1663
2020,19,j) 21 to 25,4213,5178,73464,73429,139,2.631,350,6.624,7863,1835,6028,2.499,10.708,7861,2009,5852,2.736,10.706,2,0.003,21.411,228,234,1288
2020,19,k) 26+,10252,14697,314096,315994,419,2.808,873,5.85,23545,4869,18676,1.541,7.451,27424,7275,20149,2.302,8.679,-3879,-1.228,14.902,549,566,3628
2020,19,l) Left Censored,7659,19854,697127,696856,627,3.134,934,4.668,54146,13632,40514,1.956,7.77,53514,11211,42303,1.609,7.679,632,0.091,15.359,246,277,2245
2020,20,a) 0,3312,3357,18070,9035,3357,200,X,X,18070,18070,X,200,200,X,X,X,X,X,18070,200,X,X,X,X
2020,20,b) 1,2635,2695,17951,18469,19,0.619,767,24.992,3718,227,3491,1.229,20.132,4648,2461,2187,13.325,25.167,-930,-5.036,40.263,543,546,1847
2020,20,c) 2,2387,2427,19425,20049,112,4.343,416,16.13,3456,753,2703,3.756,17.238,4669,2298,2371,11.462,23.289,-1213,-6.05,34.476,314,315,1958
2020,20,d) 3,2142,2186,19037,18769,100,4.381,293,12.837,3476,239,3237,1.273,18.52,2994,1347,1647,7.177,15.952,482,2.568,31.905,212,214,978
2020,20,e) 4,1876,1914,16722,16703,62,3.064,281,13.887,2765,381,2384,2.281,16.554,2708,1312,1396,7.855,16.213,57,0.341,32.426,210,210,1085
2020,20,f) 5,1736,1766,15336,15390,55,2.973,223,12.054,2222,174,2048,1.131,14.438,2314,742,1572,4.821,15.036,-92,-0.598,28.877,161,168,609
2020,20,g) 6 to 10,6738,7116,72025,73162,251,3.408,749,10.17,9215,1864,7351,2.548,12.595,11438,4531,6907,6.193,15.634,-2223,-3.038,25.191,534,539,3549
2020,20,h) 11 to 15,5998,6477,75474,76482,196,2.941,573,8.597,8133,1860,6273,2.432,10.634,10093,3524,6569,4.608,13.197,-1960,-2.563,21.268,387,392,2260
2020,20,i) 16 to 20,4907,5717,78138,79544,164,2.796,463,7.892,7681,1271,6410,1.598,9.656,10648,2942,7706,3.699,13.386,-2967,-3.73,19.313,319,322,2042
2020,20,j) 21 to 25,4072,4967,79639,83542,146,2.876,364,7.171,7242,1996,5246,2.389,8.669,15216,6489,8727,7.767,18.214,-7974,-9.545,17.337,225,236,1697
2020,20,k) 26+,9294,12839,256460,260018,330,2.523,809,6.186,22271,4455,17816,1.713,8.565,29306,8277,21029,3.183,11.271,-7035,-2.706,17.13,456,475,4712
2020,20,l) Left Censored,6318,16938,537189,538029,566,3.322,761,4.467,43643,8332,35311,1.549,8.112,45614,10041,35573,1.866,8.478,-1971,-0.366,16.223,168,181,1716
2020,21,a) 0,3963,4006,23873,11937,4006,200,X,X,23873,23873,X,200,200,X,X,X,X,X,23873,200,X,X,X,X
2020,21,b) 1,3330,3371,26319,26550,7,0.184,893,23.414,5971,128,5843,0.482,22.49,6402,3418,2984,12.874,24.113,-431,-1.623,44.979,660,660,2722
2020,21,c) 2,2788,2850,25861,26589,109,3.591,480,15.813,4764,660,4104,2.482,17.917,6122,3314,2808,12.464,23.025,-1358,-5.107,35.834,359,359,2805
2020,21,d) 3,2632,2671,24225,24529,84,2.967,404,14.271,3925,496,3429,2.022,16.001,4514,2207,2307,8.998,18.403,-589,-2.401,32.003,307,308,1895
2020,21,e) 4,2408,2481,24470,24871,87,3.348,322,12.392,4081,722,3359,2.903,16.409,4846,1639,3207,6.59,19.485,-765,-3.076,32.818,239,239,1261
2020,21,f) 5,2086,2181,20039,20190,91,4.015,262,11.56,2973,500,2473,2.477,14.725,3249,1648,1601,8.163,16.093,-276,-1.367,29.451,202,204,1348
2020,21,g) 6 to 10,8146,8846,93806,94966,329,3.606,882,9.668,12953,3212,9741,3.382,13.64,15277,6274,9003,6.607,16.087,-2324,-2.447,27.279,654,659,3873
2020,21,h) 11 to 15,6836,7529,88635,89762,234,3.021,665,8.587,10541,1980,8561,2.206,11.743,13025,4531,8494,5.048,14.511,-2484,-2.767,23.487,461,481,3579
2020,21,i) 16 to 20,5547,6589,102567,104702,166,2.463,465,6.901,7980,1050,6930,1.003,7.622,12311,2923,9388,2.792,11.758,-4331,-4.137,15.243,291,306,1996
2020,21,j) 21 to 25,5035,6480,128445,129613,156,2.354,451,6.805,13484,3578,9906,2.761,10.403,16152,7174,8978,5.535,12.462,-2668,-2.058,20.807,277,295,1703
2020,21,k) 26+,11166,16258,334481,337986,403,2.435,987,5.964,29334,6374,22960,1.886,8.679,36583,9562,27021,2.829,10.824,-7249,-2.145,17.358,559,587,4732
2020,21,l) Left Censored,6496,21102,770353,774241,827,3.903,1002,4.729,56781,12300,44481,1.589,7.334,65073,16244,48829,2.098,8.405,-8292,-1.071,14.668,205,235,1871
2020,22,a) 0,4847,4910,27889,13945,4910,200,X,X,27889,27889,X,200,200,X,X,X,X,X,27889,200,X,X,X,X
2020,22,b) 1,4042,4110,35310,37195,13,0.279,1126,24.129,7071,582,6489,1.565,19.011,10723,4061,6662,10.918,28.829,-3652,-9.819,38.021,793,793,2960
2020,22,c) 2,3464,3535,30640,31652,142,3.755,635,16.792,4662,475,4187,1.501,14.729,6661,3479,3182,10.992,21.045,-1999,-6.316,29.458,471,471,2806
2020,22,d) 3,3017,3059,25415,26161,136,4.205,487,15.056,3598,480,3118,1.835,13.753,5134,2194,2940,8.387,19.625,-1536,-5.871,27.507,359,360,1788
2020,22,e) 4,2908,3058,28684,29545,123,3.844,407,12.719,4167,862,3305,2.918,14.104,5887,2855,3032,9.663,19.926,-1720,-5.822,28.208,293,296,2202
2020,22,f) 5,2530,2631,31478,31187,110,4.027,311,11.386,6166,622,5544,1.994,19.771,5322,1607,3715,5.153,17.065,844,2.706,34.13,213,213,1101
2020,22,g) 6 to 10,10591,11406,140838,141663,523,4.464,1144,9.764,19149,4386,14763,3.096,13.517,20928,6365,14563,4.493,14.773,-1779,-1.256,27.035,802,809,4532
2020,22,h) 11 to 15,9043,9860,118788,120558,291,2.871,844,8.326,12889,2449,10440,2.031,10.691,16289,4714,11575,3.91,13.511,-3400,-2.82,21.382,560,576,3300
2020,22,i) 16 to 20,7081,8245,122757,123670,195,2.313,565,6.702,11473,1358,10115,1.098,9.277,13176,2828,10348,2.287,10.654,-1703,-1.377,18.554,370,377,1865
2020,22,j) 21 to 25,5768,7039,109915,112051,160,2.219,506,7.016,9172,1441,7731,1.286,8.186,13373,4402,8971,3.929,11.935,-4201,-3.749,16.371,327,340,3147
2020,22,k) 26+,12991,18847,361656,367924,497,2.593,1141,5.952,29181,5982,23199,1.626,7.931,42165,12341,29824,3.354,11.46,-12984,-3.529,15.863,631,647,3720
2020,22,l) Left Censored,6886,21319,668686,673127,760,3.539,1071,4.987,52835,10609,42226,1.576,7.849,62056,13574,48482,2.017,9.219,-9221,-1.37,15.698,218,254,1635
2020,23,a) 0,2046,2065,8516,4258,2065,200,X,X,8516,8516,X,200,200,X,X,X,X,X,8516,200,X,X,X,X
2020,23,b) 1,1591,1602,7915,7782,7,0.39,389,21.695,1918,30,1888,0.386,24.647,1642,896,746,11.514,21.1,276,3.547,42.2,268,268,690
2020,23,c) 2,1364,1379,8056,8072,54,3.685,227,15.49,1285,141,1144,1.747,15.92,1292,620,672,7.681,16.007,-7,-0.087,31.84,161,163,516
2020,23,d) 3,1276,1295,7724,7832,55,4.1,148,11.032,1163,144,1019,1.839,14.85,1417,497,920,6.346,18.094,-254,-3.243,29.701,99,99,280
2020,23,e) 4,1207,1216,8631,8856,58,4.596,150,11.886,1134,125,1009,1.412,12.806,1543,749,794,8.458,17.424,-409,-4.619,25.611,102,102,645
2020,23,f) 5,1012,1043,7099,7265,41,3.76,136,12.471,922,84,838,1.156,12.691,1273,488,785,6.717,17.522,-351,-4.831,25.382,92,92,410
2020,23,g) 6 to 10,3958,4145,34432,34728,179,4.2,413,9.69,4373,948,3425,2.73,12.592,4990,1488,3502,4.285,14.369,-617,-1.777,25.185,304,304,1088
2020,23,h) 11 to 15,3537,3723,30290,31415,110,2.862,351,9.132,2778,386,2392,1.229,8.843,5034,2287,2747,7.28,16.024,-2256,-7.181,17.686,243,244,1895
2020,23,i) 16 to 20,2909,3192,33634,34115,92,2.816,242,7.407,2608,336,2272,0.985,7.645,3557,1014,2543,2.972,10.427,-949,-2.782,15.29,161,164,663
2020,23,j) 21 to 25,2541,2889,31403,31726,68,2.297,211,7.127,2511,242,2269,0.763,7.915,3120,936,2184,2.95,9.834,-609,-1.92,15.83,144,146,584
2020,23,k) 26+,5282,7176,129748,131152,199,2.729,430,5.897,8722,1653,7069,1.26,6.65,11618,2868,8750,2.187,8.858,-2896,-2.208,13.301,272,281,2003
2020,23,l) Left Censored,2842,7258,214349,214816,209,2.858,320,4.375,17061,3312,13749,1.542,7.942,17761,3555,14206,1.655,8.268,-700,-0.326,15.884,70,85,773
2020,24,a) 0,7032,7093,38298,19149,7093,200,X,X,38298,38298,X,200,200,X,X,X,X,X,38298,200,X,X,X,X
2020,24,b) 1,5431,5484,37701,38079,18,0.288,1543,24.702,8715,278,8437,0.73,22.887,9352,4833,4519,12.692,24.56,-637,-1.673,45.774,1043,1043,3512
2020,24,c) 2,4819,4865,40248,39316,238,4.618,816,15.832,7875,1036,6839,2.635,20.03,6091,2695,3396,6.855,15.492,1784,4.538,30.985,570,570,2101
2020,24,d) 3,4378,4422,36858,36818,212,4.55,687,14.744,6082,514,5568,1.396,16.519,5966,2831,3135,7.689,16.204,116,0.315,32.408,477,478,1882
2020,24,e) 4,3952,4019,34203,33693,168,3.974,585,13.838,6554,878,5676,2.606,19.452,5522,2405,3117,7.138,16.389,1032,3.063,32.778,416,416,1966
2020,24,f) 5,3539,3624,38011,38511,141,3.711,492,12.949,5322,842,4480,2.186,13.82,6309,2276,4033,5.91,16.383,-987,-2.563,27.639,324,324,1703
2020,24,g) 6 to 10,14479,15391,179864,180516,702,4.435,1577,9.963,23940,5627,18313,3.117,13.262,25305,8418,16887,4.663,14.018,-1365,-0.756,26.524,1091,1114,6047
2020,24,h) 11 to 15,12189,13166,191987,188834,387,2.852,1195,8.806,28664,2620,26044,1.387,15.18,21705,7873,13832,4.169,11.494,6959,3.685,22.989,781,784,5245
2020,24,i) 16 to 20,9685,10830,167797,169256,325,2.93,849,7.654,17310,2233,15077,1.319,10.227,20046,6274,13772,3.707,11.844,-2736,-1.616,20.454,551,558,3788
2020,24,j) 21 to 25,7956,9442,163997,164720,296,3.07,696,7.218,20048,9045,11003,5.491,12.171,21195,7206,13989,4.375,12.867,-1147,-0.696,24.342,440,454,4867
2020,24,k) 26+,16378,23179,538844,540306,638,2.705,1455,6.169,47856,7986,39870,1.478,8.857,50622,13479,37143,2.495,9.369,-2766,-0.512,17.714,882,921,5325
2020,24,l) Left Censored,7735,25310,932605,936681,897,3.51,1394,5.454,72532,15964,56568,1.704,7.744,81277,20741,60536,2.214,8.677,-8745,-0.934,15.487,248,280,2943
2020,25,a) 0,9081,9130,45054,22527,9130,200,X,X,45054,45054,X,200,200,X,X,X,X,X,45054,200,X,X,X,X
2020,25,b) 1,7071,7140,44752,44271,24,0.296,1946,24.022,11350,518,10832,1.17,25.638,10229,5701,4528,12.878,23.105,1121,2.532,46.211,1390,1390,4289
2020,25,c) 2,6256,6313,47493,46958,286,4.272,1050,15.683,9651,1970,7681,4.195,20.552,8456,3918,4538,8.344,18.008,1195,2.545,36.015,791,791,3087
2020,25,d) 3,5834,5944,53591,52880,276,4.454,780,12.589,10458,1204,9254,2.277,19.777,9066,3415,5651,6.458,17.145,1392,2.632,34.289,570,574,2772
2020,25,e) 4,5399,5487,45744,45742,194,3.371,730,12.685,7778,1037,6741,2.267,17.004,7713,3610,4103,7.892,16.862,65,0.142,33.724,533,533,3003
2020,25,f) 5,4441,4538,46542,46812,172,3.642,541,11.456,6446,897,5549,1.916,13.77,6945,2363,4582,5.048,14.836,-499,-1.066,27.54,387,388,1856
2020,25,g) 6 to 10,18024,18937,220391,220544,820,4.215,1851,9.515,33340,6733,26607,3.053,15.117,33131,10736,22395,4.868,15.022,209,0.095,30.045,1332,1359,8408
2020,25,h) 11 to 15,14742,15750,208681,211152,662,4.117,1318,8.198,24040,6287,17753,2.977,11.385,28567,8873,19694,4.202,13.529,-4527,-2.144,22.77,893,906,6667
2020,25,i) 16 to 20,11768,13309,224546,225746,372,2.736,943,6.937,24471,3275,21196,1.451,10.84,26844,8633,18211,3.824,11.891,-2373,-1.051,21.68,620,624,5512
2020,25,j) 21 to 25,10327,12042,215931,217693,331,2.691,847,6.886,19773,7009,12764,3.22,9.083,23239,7260,15979,3.335,10.675,-3466,-1.592,18.166,570,573,4348
2020,25,k) 26+,22286,31146,836879,846266,786,2.473,2053,6.46,62657,15950,46707,1.885,7.404,81466,21291,60175,2.516,9.627,-18809,-2.223,14.808,1231,1302,9890
2020,25,l) Left Censored,12746,33975,1401125,1406017,1062,3.084,1974,5.733,105214,22653,82561,1.611,7.483,114635,30992,83643,2.204,8.153,-9421,-0.67,14.966,477,528,4472
2020,26,a) 0,10484,10611,61494,30747,10611,200,X,X,61494,61494,X,200,200,X,X,X,X,X,61494,200,X,X,X,X
2020,26,b) 1,7918,7997,55469,55300,19,0.208,2274,24.922,13492,249,13243,0.45,24.398,12833,7320,5513,13.237,23.206,659,1.192,46.413,1557,1557,5297
2020,26,c) 2,7158,7239,58574,60361,340,4.381,1382,17.809,9844,1332,8512,2.207,16.309,13292,7107,6185,11.774,22.021,-3448,-5.712,32.617,971,972,5332
2020,26,d) 3,6418,6570,56871,57376,251,3.602,1046,15.013,8365,805,7560,1.403,14.579,9476,4257,5219,7.419,16.516,-1111,-1.936,29.159,741,742,3136
2020,26,e) 4,6182,6381,71120,72000,269,4.03,858,12.853,10200,1284,8916,1.783,14.167,11937,4042,7895,5.614,16.579,-1737,-2.413,28.334,573,581,2936
2020,26,f) 5,5622,5872,56306,57522,223,3.642,725,11.841,7587,1194,6393,2.076,13.19,9961,3480,6481,6.05,17.317,-2374,-4.127,26.38,489,492,2612
2020,26,g) 6 to 10,21065,22588,318182,317155,908,3.89,2421,10.371,43675,5373,38302,1.694,13.771,40766,14206,26560,4.479,12.854,2909,0.917,25.707,1624,1637,10792
2020,26,h) 11 to 15,17446,18788,249891,256874,560,2.891,1722,8.89,24385,3792,20593,1.476,9.493,38313,16837,21476,6.555,14.915,-13928,-5.422,18.986,1127,1147,13102
2020,26,i) 16 to 20,13836,16194,266090,269728,514,3.107,1215,7.344,24727,4781,19946,1.773,9.167,31598,8372,23226,3.104,11.715,-6871,-2.547,18.335,731,738,4774
2020,26,j) 21 to 25,12203,14535,251944,248370,387,2.593,1161,7.78,33751,11792,21959,4.748,13.589,25603,6721,18882,2.706,10.308,8148,3.281,20.617,715,732,4035
2020,26,k) 26+,28329,39799,818836,828382,1027,2.529,2631,6.48,65328,12983,52345,1.567,7.886,85000,25003,59997,3.018,10.261,-19672,-2.375,15.772,1507,1555,11451
2020,26,l) Left Censored,15050,43588,1692848,1697745,1412,3.212,2156,4.904,133587,37503,96084,2.209,7.868,143650,30726,112924,1.81,8.461,-10063,-0.593,15.737,527,599,5452
2020,27,a) 0,6659,6764,34040,17020,6764,200,X,X,34040,34040,X,200,200,X,X,X,X,X,34040,200,X,X,X,X
2020,27,b) 1,5179,5237,42287,41284,22,0.37,1435,24.144,10336,495,9841,1.199,25.036,8043,4890,3153,11.845,19.482,2293,5.554,38.964,1027,1027,4103
2020,27,c) 2,4684,4778,37943,37671,249,4.937,780,15.465,7028,1011,6017,2.684,18.657,6383,3298,3085,8.755,16.944,645,1.712,33.889,573,575,2742
2020,27,d) 3,4432,4474,34786,35551,206,4.365,696,14.749,5023,487,4536,1.37,14.129,6503,3089,3414,8.689,18.292,-1480,-4.163,28.258,481,491,2393
2020,27,e) 4,4029,4099,32516,33343,178,4.14,579,13.467,4245,570,3675,1.71,12.731,5871,3120,2751,9.357,17.608,-1626,-4.877,25.463,402,403,2375
2020,27,f) 5,3625,3774,30708,31173,206,5.302,428,11.017,4176,834,3342,2.675,13.396,5128,2025,3103,6.496,16.45,-952,-3.054,26.793,302,302,1622
2020,27,g) 6 to 10,14008,14860,151041,153050,690,4.515,1534,10.038,17634,3202,14432,2.092,11.522,21546,7242,14304,4.732,14.078,-3912,-2.556,23.043,1061,1074,5618
2020,27,h) 11 to 15,12509,13481,176316,177816,429,3.099,1154,8.336,16809,2449,14360,1.377,9.453,19819,6837,12982,3.845,11.146,-3010,-1.693,18.906,761,782,5127
2020,27,i) 16 to 20,10338,11643,166674,169456,362,3.036,922,7.733,14243,2036,12207,1.201,8.405,19637,4925,14712,2.906,11.588,-5394,-3.183,16.81,606,631,3756
2020,27,j) 21 to 25,8353,10187,170619,171651,330,3.173,755,7.26,17392,3783,13609,2.204,10.132,19283,4334,14949,2.525,11.234,-1891,-1.102,20.264,476,521,2614
2020,27,k) 26+,17563,26848,619877,623259,662,2.425,1562,5.722,51584,8488,43096,1.362,8.276,57780,14935,42845,2.396,9.271,-6196,-0.994,16.553,867,905,6940
2020,27,l) Left Censored,10258,27755,1209688,1210713,951,3.403,1339,4.791,96602,20651,75951,1.706,7.979,98276,26111,72165,2.157,8.117,-1674,-0.138,15.958,280,346,3592
2020,28,a) 0,2734,2748,15207,7604,2748,200,X,X,15207,15207,X,200,200,X,X,X,X,X,15207,200,X,X,X,X
2020,28,b) 1,2063,2091,14209,15467,7,0.293,611,25.533,2782,69,2713,0.446,17.987,5284,3337,1947,21.576,34.164,-2502,-16.177,35.975,445,445,2705
2020,28,c) 2,1827,1848,13591,13855,73,3.683,341,17.205,2341,240,2101,1.732,16.897,2887,1362,1525,9.831,20.838,-546,-3.941,33.794,255,255,1033
2020,28,d) 3,1669,1708,13031,13200,62,3.424,267,14.747,2146,329,1817,2.492,16.258,2491,1080,1411,8.182,18.871,-345,-2.614,32.515,214,216,907
2020,28,e) 4,1492,1577,12943,13025,69,4.175,220,13.313,2029,562,1467,4.315,15.578,2240,925,1315,7.102,17.198,-211,-1.62,31.155,160,160,701
2020,28,f) 5,1376,1415,13204,13740,48,3.241,180,12.154,1738,473,1265,3.443,12.65,2770,835,1935,6.077,20.161,-1032,-7.511,25.299,119,119,531
2020,28,g) 6 to 10,5501,5784,60757,61510,201,3.357,607,10.139,7125,1083,6042,1.761,11.584,8649,2910,5739,4.731,14.061,-1524,-2.478,23.167,419,419,2111
2020,28,h) 11 to 15,4759,5240,56082,57250,149,2.763,454,8.419,5875,1004,4871,1.754,10.262,8176,2911,5265,5.085,14.281,-2301,-4.019,20.524,311,317,1822
2020,28,i) 16 to 20,3894,4676,61603,62834,145,3.04,331,6.941,6070,1356,4714,2.158,9.66,8588,2207,6381,3.512,13.668,-2518,-4.007,19.321,225,225,1617
2020,28,j) 21 to 25,3176,3946,52477,54797,123,3.057,277,6.885,4478,670,3808,1.223,8.172,8943,2879,6064,5.254,16.32,-4465,-8.148,16.344,173,181,1086
2020,28,k) 26+,7398,10487,196737,199921,214,2.001,626,5.854,15299,2799,12500,1.4,7.653,21607,5971,15636,2.987,10.808,-6308,-3.155,15.305,351,355,2302
2020,28,l) Left Censored,4514,13668,441355,440750,377,2.735,609,4.418,33011,5978,27033,1.356,7.49,32114,7640,24474,1.733,7.286,897,0.204,14.572,116,122,881
2020,29,a) 0,8036,8142,38601,19301,8142,200,X,X,38601,38601,X,200,200,X,X,X,X,X,38601,200,X,X,X,X
